case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/1969/RPC/102,[1969] RPC 102,neutral,1969,RPC,102,,,1,,,,,TMM/Part26/6/6/4~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.4 Trade marks that share the same or similar element,8,218,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"Yes The extent to which the shared element has retained its identity as an essential feature of the trade marks (Bulova Accutron Trade Mark [1969] RPC 102). In Energy Beverages LLC v Cantarella Bros Pty Ltd [2023] FCAFC 44 at [167-171], the court held that MOTHER and MOTHERSKY were deceptively"
CASE/1969/RPC/472,[1969] RPC 472,neutral,1969,RPC,472,,,1,,,,,TMM/Part46/4/4/5/2,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.5.2 The likelihood of deception or confusion,10,1781,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks,onsumers. The assessment of what is ‘significant or substantial’ must be properly and sensibly applied (Berlei (UK) v Balie Bassiere Co Inc [1969] RPC 472) and may depend on the specialised nature of the relevant market (Le Cordon Bleu BV v Cordon Bleu International Ltee [2000] FCA 1587).
CASE/1969/RPC/600,[1969] RPC 600,neutral,1969,RPC,600,,,1,,,,,TMM/Part14/7/7/1,TMM/Part14/7,Part14,Part 14 Classification of Goods and Services,14.7. Interpretation of specifications,Part 14 Classification of Goods and Services > 14.7. Interpretation of specifications > 7.1 General Guidance,1,443,1,https://manuals.ipaustralia.gov.au/trademark/7.-interpretation-of-specifications,"etermines the scope of a claim (for guidance, see Nikkken Wellness Pty Ltd v van Voorst [2003] FCA 816, [40], [44]; Daiquiri Rum Trade Mark [1969] RPC 600). The terminology of claims is therefore important in determining the scope of a particular application or registration. When in doubt, dic"
CASE/1969/RPC/91,[1969] RPC 91,neutral,1969,RPC,91,,,1,,,,,TMM/Part52/4#1,TMM/Part52/4,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.4. Role and powers of the Registrar in hearings,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.4. Role and powers of the Registrar in hearings",1,864,1,https://manuals.ipaustralia.gov.au/trademark/4.-role-and-powers-of-the-registrar-in-hearings,"e rules of evidence, as are the courts. In the words of Lord Denning MR in T.A. Miller Ltd v The Minister for Housing and Local Government, [1969] RPC 91, “A tribunal (of this kind) is master of its own procedure, provided that the rules of natural justice are applied. … Tribunals are entitle"
CASE/1972/RPC/655,[1972] RPC 655,neutral,1972,RPC,655,,,1,,,,,TMM/Part48/12#1,TMM/Part48/12,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.12. Registrar's discretion in deciding an opposed non-use application,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.12. Registrar's discretion in deciding an opposed non-use application,1,858,1,https://manuals.ipaustralia.gov.au/trademark/12.-registrars-discretion-in-deciding-an-opposed-non-use-application,"nless sufficient reason appears for leaving it there"": cf Application by Carl Zeiss Pty Ltd (1969) 122 CLR 1 at 11 and Astronaut trade mark [1972] RPC 655 at 672. However, the decision of the Registrar is an administrative one, unlike the decision of a court in what may otherwise be the same m"
CASE/1973/CLR/128/417,(1973) 128 CLR 417,reported,1973,CLR,,128,417,2,,,,,TMM/Part22/3#1~1,TMM/Part22/3,Part22,Part 22 Section 41 - Capable of Distinguishing,22.3. Inherent adaptation to distinguish,Part 22 Section 41 - Capable of Distinguishing > 22.3. Inherent adaptation to distinguish,1,1206,1,https://manuals.ipaustralia.gov.au/trademark/3.-inherent-adaptation-to-distinguish,"lity of the trade mark itself and cannot be acquired through use in the market place. In Burger King Corporation v Registrar of Trade Marks (1973) 128 CLR 417, 424 (‘The Whopper Case’) Gibbs J said in relation to paragraph 26(2)(a) of the 1955 Act: Inherent adaptability is something which depends "
CASE/1973/CLR/128/417,(1973) 128 CLR 417,reported,1973,CLR,,128,417,2,,,,,TMM/Part22/9/9/2,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.2 Kind,3,612,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"cceptable for cars. Words like LARGE and SMALL would be difficult to register for any goods or services. For guidance, see the Whopper case (1973) 128 CLR 417 (‘Whopper’); Matsushita Electrical Industrial Co Ltd's Appn (1989) 15 IPR 125 (‘Junior’); Colgate & Co's Appn (1913) 30 RPC 262 (‘Ribbon De"
CASE/1973/RPC/297,[1973] RPC 297,neutral,1973,RPC,297,,,2,,,,,TMM/Part28/2#1,TMM/Part28/2,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.2. Honest concurrent use - para 44(3)(a),"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.2. Honest concurrent use - para 44(3)(a)",1,883,1,https://manuals.ipaustralia.gov.au/trademark/2.-honest-concurrent-use---paragraph-443a,e marks to be protected when their use was not initially deceptive but when a risk of deception had subsequently arisen. (see GE Trade Mark [1973] RPC 297). Criteria to be taken into account when applying s 34(1) of the 1955 Act (the equivalent of para 44(3)(a) of the 1995 Act) were set out by
CASE/1973/RPC/297,[1973] RPC 297,neutral,1973,RPC,297,,,2,,,,,TMM/Part28/3/3/4~1,TMM/Part28/3,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.3. Examining evidence of honest concurrent use - the five criteria,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.3. Examining evidence of honest concurrent use - the five criteria > 3.2 The degree of confusion that is likely between the trade marks in question > 3.4 The extent of use in duration, area and volume",13,798,1,https://manuals.ipaustralia.gov.au/trademark/3.-examining-evidence-of-honest-concurrent-use---the-five-criteria,"arly duration, volume sold, amount of promotion and the nature of the relevant market for goods and services. As indicated in GE Trade Mark [1973] RPC 297, and “Granada” Trade Mark [1979] RPC 303, the evidence ought to demonstrate real commercial value and goodwill in the trade mark. It may be"
CASE/1974/HCA/51,[1974] HCA 51,neutral,1974,HCA,51,,,1,,,,,TMM/Part19A/3/3/1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.1 Dealings,2,201,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade," or in physical or other relation to, the goods or services in question. In Thunderbird Products Corp v Thunderbird Marine Products Pty Ltd [1974] HCA 51, a sale of a single boat as a prototype from an American company to an Australian importer was sufficient to constitute a dealing in the go"
CASE/1974/RPC/672,[1974] RPC 672,neutral,1974,RPC,672,,,1,,,,,TMM/Part21/3/3/10,TMM/Part21/3,Part21,Part 21 Non-traditional Signs,21.3. Shape (three-dimensional) trade marks,Part 21 Non-traditional Signs > 21.3. Shape (three-dimensional) trade marks > 3.10 Registered design as a trade mark,15,485,1,https://manuals.ipaustralia.gov.au/trademark/3.-shape-three-dimensional-trade-marks,"o's Application [1908] 1 Ch 197; Charles Goodall & Son Ltd v John Waddington Ltd (1924) 41 RPC 658; Sobrefina S.A.'s Trade Mark Application [1974] RPC 672 at 680). However, the fact that features of shape and configuration of a container for goods have been registered under the Designs Act, do"
CASE/1976/CLR/136/47,(1976) 136 CLR 47,reported,1976,CLR,,136,47,1,,,,,TMM/Part55/1#1~2,TMM/Part55/1,Part55,Part 55 Costs,Part 55.1. Legislative Basis,Part 55 Costs > Part 55.1. Legislative Basis,2,712,1,https://manuals.ipaustralia.gov.au/trademark/1.-legislative-basis,hich allows the successful party to claim such costs if he or she is a self-represented solicitor (See also Guss v Veenhuizen (No 2) (No 2) (1976) 136 CLR 47.) In Beling v Sixty Interna􀆟onal SA [2015] FCA 250 Mortimer J held that this exception should apply to the award of costs in proceedings be
CASE/1976/RPC/605,[1976] RPC 605,neutral,1976,RPC,605,,,1,,,,,TMM/Part30/2/2/2,TMM/Part30/2,Part30,Part 30 Signs that are Scandalous and Use Contrary to Law,30.2. Scandalous signs,Part 30 Signs that are Scandalous and Use Contrary to Law > 30.2. Scandalous signs > 2.2,3,844,1,https://manuals.ipaustralia.gov.au/trademark/2.-scandalous-signs,"rom Mr Myall, the deciding officer in a UK case, where the test was ""contrary to morality” rather than scandalous. In Hallelujah Trade mark [1976] RPC 605 (‘Hallelujah Case’) he said at 607: I conclude that the phrase ""contrary to morality"" falls to be considered by the generally accepted stan"
CASE/1977/CLR/138/1,(1977) 138 CLR 1,reported,1977,CLR,,138,1,2,,,,,TMM/Part48/12#1,TMM/Part48/12,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.12. Registrar's discretion in deciding an opposed non-use application,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.12. Registrar's discretion in deciding an opposed non-use application,1,1110,1,https://manuals.ipaustralia.gov.au/trademark/12.-registrars-discretion-in-deciding-an-opposed-non-use-application," court in what may otherwise be the same matter - see the decision of Jacobs J in The Queen v Quinn, ex parte Consolidated Food Corporation (1977) 138 CLR 1 at 10. Thus there may be matters which affect the exercise of the discretion by a court but which are beyond the Registrar’s competence to "
CASE/1977/CLR/138/1,(1977) 138 CLR 1,reported,1977,CLR,,138,1,2,,,,,TMM/Part55/1#1~1,TMM/Part55/1,Part55,Part 55 Costs,Part 55.1. Legislative Basis,Part 55 Costs > Part 55.1. Legislative Basis,1,761,1,https://manuals.ipaustralia.gov.au/trademark/1.-legislative-basis,"the Patents Act cannot be described as an essential element of the exercise of judicial power - R v Quinn; Ex Parte Consolidated Foods Corp (1977) 138 CLR 1 applied. The award of costs is dealt with in subsection 221(1) which provides that the Registrar may award costs in respect of the matters,"
CASE/1977/HCA/62,[1977] HCA 62,neutral,1977,HCA,62,,,1,,,,,TMM/Part52/4#1,TMM/Part52/4,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.4. Role and powers of the Registrar in hearings,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.4. Role and powers of the Registrar in hearings",1,298,1,https://manuals.ipaustralia.gov.au/trademark/4.-role-and-powers-of-the-registrar-in-hearings," rather than a judicial, role in matters arising from the administration of the Act (see R v Quinn: Ex Parte Consolidated Foods Corporation [1977] HCA 62). The proceedings are less formal than in a court and the Registrar’s primary concern is that all parties concerned have adequate opportuni"
CASE/1977/RPC/529,[1977] RPC 529,neutral,1977,RPC,529,,,1,,,,,TMM/Part32A/2/3/2-3-1-a-variety-names,TMM/Part32A/2/3,Part32A,Part 32A Examination of Trade Marks for Plants (in Class 31),32A.2.3 Section 41: Capacity to Distinguish,Part 32A Examination of Trade Marks for Plants (in Class 31) > 32A.2.3 Section 41: Capacity to Distinguish > 2.3.1 The Name of a Plant > 2.3.1(a) Variety names,3,1673,1,https://manuals.ipaustralia.gov.au/trademark/2.3-section-41--capacity-to-distinguish,"ty of a plant name to function as a trade mark was also considered in: Wheatcroft Bros Ltd’s Trade Marks (1954) 71 RPC 43 ""Ogen"" Trade Mark [1977] RPC 529 P.A and E.V Strauss (1999), 47 IPR 191 (“Tropical Birch”) Buhanan Turf Supplies Pty Ltd (2015) FCA 756 (“Sir Walter”) See Annex 5 for summa"
CASE/1978/ALR/18/555,(1978) 18 ALR 555,reported,1978,ALR,,18,555,1,,,,,TMM/Part54/3/3/6,TMM/Part54/3,Part54,"Part 54 Subpoenas, Summonses and Production of Documents",Part 54.3. Production of documents,"Part 54 Subpoenas, Summonses and Production of Documents > Part 54.3. Production of documents > 3.6 Registrar’s consideration of produced documents",12,1107,1,https://manuals.ipaustralia.gov.au/trademark/3.-production-of-documents,"of Railways (1938) SR (NSW) 564 at 573, Spencer Motors Ltd v LNC Industries Ltd [1982] 2 NSWLR 921 at 929 and Lucas Industries Ltd v Hewitt (1978) 18 ALR 555. 4 See notes 1 and 2 to part 54.2"
CASE/1978/FSR/193,[1978] FSR 193,neutral,1978,FSR,193,,,1,,,,,TMM/Part28/4#1,TMM/Part28/4,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.4. Other circumstances - paragraph 44(3)(b),"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.4. Other circumstances - paragraph 44(3)(b)",1,412,1,https://manuals.ipaustralia.gov.au/trademark/4.-other-circumstances---paragraph-443b,"trar’s opinion, make the acceptance of an application proper notwithstanding a real risk of deception or confusion. Bali Trade Mark (No. 2) [1978] FSR 193 (‘Bali No. 2’), concerned, amongst other things, consideration of s 12(2) of the, now repealed, Trade Marks Act 1938 (UK). Section 12(2) de"
CASE/1978/HCA/11,[1978] HCA 11,neutral,1978,HCA,11,,,1,,,,,TMM/Part26/6/6/7~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,14,2044,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"his is to be seen in the decision of the High Court in Hornsby Building Information Centre Pty Ltd v Sydney Building Information Centre Ltd [1978] HCA 11, dealing with the statutory consumer protection regime: The risk of confusion must be accepted, to do otherwise is to give to one who appro"
CASE/1979/RPC/143,[1979] RPC 143,neutral,1979,RPC,143,,,1,,,,,TMM/Part22/9/9/5,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.5 Intended purpose,6,773,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"(1984) IPD 6136 (UK) (‘Second chance at love’); Intermed Communications Inc's Appn (1985) AIPC 90-256 (‘Nursing 79’); ""The Chef"" trade mark [1979] RPC 143 (Board of Trade)."
CASE/1979/RPC/166,[1979] RPC 166,neutral,1979,RPC,166,,,1,,,,,TMM/Part19A/3/3/1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.1 Dealings,2,1762,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"ess operations established that they were used in the course of trade. See also Hospital World trade mark [1967] RPC 595, Update trade mark [1979] RPC 166, Golden Pages trade mark [1985] FSR 27 and Visa trade mark [1985] RPC 323. The hire purchase or leasing of a product is also a dealing that"
CASE/1979/RPC/303,[1979] RPC 303,neutral,1979,RPC,303,,,1,,,,,TMM/Part28/3/3/4~1,TMM/Part28/3,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.3. Examining evidence of honest concurrent use - the five criteria,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.3. Examining evidence of honest concurrent use - the five criteria > 3.2 The degree of confusion that is likely between the trade marks in question > 3.4 The extent of use in duration, area and volume",13,839,2,https://manuals.ipaustralia.gov.au/trademark/3.-examining-evidence-of-honest-concurrent-use---the-five-criteria,"motion and the nature of the relevant market for goods and services. As indicated in GE Trade Mark [1973] RPC 297, and “Granada” Trade Mark [1979] RPC 303, the evidence ought to demonstrate real commercial value and goodwill in the trade mark. It may be apparent that a shortfall in one of the "
CASE/1979/RPC/355,[1979] RPC 355,neutral,1979,RPC,355,,,1,,,,,TMM/Part26/6/6/6~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.6 Considering invented words,13,300,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"'the first syllable of a word is, as a rule, far the most important for the purpose of distinction'. This was supported in ""Fif"" Trade Mark [1979] RPC 355 and also the finding in ""Mem"" Trade Mark [1965] RPC 347. In both of these cases, it must be noted, one of the conflicting marks had some me"
CASE/1980/CLR/144/13,(1980) 144 CLR 13,reported,1980,CLR,,144,13,1,,,[1980] HCA 13,CASE/1980/HCA/13,TMM/Part52/5/5/4~1,TMM/Part52/5,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.5. Rights of appeal from decisions of the Registrar,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.5. Rights of appeal from decisions of the Registrar > 5.4 Role of the Registrar in an appeal",6,1806,1,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,"ot participate in inter partes proceedings. See for example The Queen v. Australian Broadcasting Tribunal; ex parte Hardiman [1980] HCA 13; (1980) 144 CLR 13, the source of the Hardiman principle. There may be instances where it is appropriate for the Registrar to attend in the capacity of a Frie"
CASE/1980/ALR/31/177,(1980) 31 ALR 177,reported,1980,ALR,,31,177,1,,,,,TMM/Part22/9/9/4,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.4 Quantity,5,349,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"ed to indicate volume, area, model or batch number, and would be unlikely to function as trade marks (see Registrar of Trade marks v Muller (1980) 31 ALR 177 and also paragraphs 22 and 23 of this Part)."
CASE/1980/ALR/32/211,(1980) 32 ALR 211,reported,1980,ALR,,32,211,2,,,,,TMM/Part22/9/9/2,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.2 Kind,3,339,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,he only available description for the goods would lack any inherent adaptation to distinguish (see Eutectic Corp v Registrar of Trade Marks (1980) 32 ALR 211). The words SEDAN and STATION WAGON are commonly used to indicate vehicle size in the auto trade and would not be acceptable for cars. Word
CASE/1980/ALR/32/211,(1980) 32 ALR 211,reported,1980,ALR,,32,211,2,,,,,TMM/Part23/5/5/1,TMM/Part23/5,Part23,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use,Part 23.5. Specific evidence requirements for trade marks with no inherent adaptation to distinguish,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use > Part 23.5. Specific evidence requirements for trade marks with no inherent adaptation to distinguish > 5.1 What kind of trade marks are these?,2,693,1,https://manuals.ipaustralia.gov.au/trademark/5.-specific-evidence-requirements-for-trade-marks-with-no-inherent-adaptation-to-distinguish,dering of services. The following list of decided cases show examples of trade marks of this kind: Eutectic Corp v Registrar of Trade Marks (1980) 32 ALR 211 ('Eutectic') Oxford University Press v Registrar of Trade Marks [1990] FCA 175 ('Oxford') Blount Inc v The Registrar of Trade Marks [1998] 
CASE/1980/ALR/33/144,(1980) 33 ALR 144,reported,1980,ALR,,33,144,1,,,,,TMM/Part48/4#1~1,TMM/Part48/4,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.4. Application for extension of time to oppose non-use application where the trade mark is removed,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.4. Application for extension of time to oppose non-use application where the trade mark is removed,1,1523,1,https://manuals.ipaustralia.gov.au/trademark/4.-application-for-extension-of-time-to-oppose-the-non-use-application-where-the-trade-mark-is-already-removed,"iled to extend the time for opposing a non-use application, the general position as set down in Vangedal-Nielsen v Commissioner of Patents, (1980) 33 ALR 144, will apply. The applicant for the extension (the prospective opponent to the removal) will need to establish that a serious opposition is "
CASE/1980/AOJP/50/4200,(1980) 50 AOJP 4200,reported,1980,AOJP,,50,4200,1,,,,,TMM/Part21/3/3/10,TMM/Part21/3,Part21,Part 21 Non-traditional Signs,21.3. Shape (three-dimensional) trade marks,Part 21 Non-traditional Signs > 21.3. Shape (three-dimensional) trade marks > 3.10 Registered design as a trade mark,15,754,1,https://manuals.ipaustralia.gov.au/trademark/3.-shape-three-dimensional-trade-marks,"under the Designs Act, does not mean that they are necessarily adapted to distinguish as a trade mark. (See S.C. Johnson & Son, Inc’s Appn. (1980) 50 AOJP 4200 (Reg)). The usual tests for capacity to distinguish will apply for these applications as for any other."
CASE/1980/HCA/13,[1980] HCA 13,neutral,1980,HCA,13,,,1,,,(1980) 144 CLR 13,CASE/1980/CLR/144/13,TMM/Part52/5/5/4~1,TMM/Part52/5,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.5. Rights of appeal from decisions of the Registrar,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.5. Rights of appeal from decisions of the Registrar > 5.4 Role of the Registrar in an appeal",6,1791,1,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,"gistrar would not participate in inter partes proceedings. See for example The Queen v. Australian Broadcasting Tribunal; ex parte Hardiman [1980] HCA 13; (1980) 144 CLR 13, the source of the Hardiman principle. There may be instances where it is appropriate for the Registrar to attend in the"
CASE/1980/HCA/35,[1980] HCA 35,neutral,1980,HCA,35,,,1,,,,,TMM/Part52/6#1,TMM/Part52/6,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.6. Appeals from decisions of the Federal Court etc.,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.6. Appeals from decisions of the Federal Court etc.",1,1125,1,https://manuals.ipaustralia.gov.au/trademark/6.-appeals-from-decisions-of-the-federal-court-etc,"cedures under the Act and the Registrar is of the opinion that the decision is clearly wrong in law. (See Registrar of Trade Marks v Muller [1980] HCA 35, Registrar of Trade Marks v Woolworths Ltd [1998] FCA 158, and Registrar of Trade Marks v Woolworths Ltd [1999] FCA 102.) The outcome of an"
CASE/1982/RPC/425,[1982] RPC 425,neutral,1982,RPC,425,,,1,,,,,TMM/Part19A/3/3/1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.1 Dealings,2,1985,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,C 323. The hire purchase or leasing of a product is also a dealing that constitutes use ‘in the course of trade’ (see Caravillas Trade Mark [1982] RPC 425).
CASE/1983/IPR/1/416,(1983) 1 IPR 416,reported,1983,IPR,,1,416,1,,,,,TMM/Part15/3/3/6,TMM/Part15/3,Part15,Part 15 General Provision for Extensions of Time,15.3. Circumstances in which the Registrar must extend time,Part 15 General Provision for Extensions of Time > 15.3. Circumstances in which the Registrar must extend time > 3.6,7,234,1,https://manuals.ipaustralia.gov.au/trademark/3.-circumstances-in-which-the-registrar-must-extend-time, context of paragraph 131(1)(b) of the 1955 Act can be found in Lyons (trading as Mitty's Authorized Newsagency) v Registrar of Trade Marks (1983) 1 IPR 416 at 429 (FC).
CASE/1983/FCA/143,[1983] FCA 143,neutral,1983,FCA,143,,,2,Caterpillar Loader Hire (Holdings) Pty Ltd v Caterpillar Tractor Co,https://jade.io/article/193325,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,650,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"s, the claims, and the environment the services will be accessed. METRO Caterpillar Loader Hire (Holdings) Pty Ltd v Caterpillar Tractor Co [1983] FCA 143 (‘Caterpillar’) tractors v service, maintenance and repair of land vehicles and rental and leasing of tractors Curtains v retail and sewing"
CASE/1983/FCA/143,[1983] FCA 143,neutral,1983,FCA,143,,,2,,,,,TMM/Part26/4/4/3~3,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services,6,1115,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,can be provided either with or without the sale or promotion of goods. (Caterpillar Loader Hire (Holdings) Pty Ltd v Caterpillar Tractor Co [1983] FCA 143 (Caterpillar)) Consideration of whether specific goods and services are “closely related” is an evaluative exercise whose outcome is likely
CASE/1983/FCA/236,[1983] FCA 236,neutral,1983,FCA,236,,,1,,,,,TMM/Part52/5/5/3,TMM/Part52/5,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.5. Rights of appeal from decisions of the Registrar,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.5. Rights of appeal from decisions of the Registrar > 5.3 Review under the Administrative Decisions (Judicial Review) Act 1977",5,835,1,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,ade mark might be sought by the applicant for registration (see Lyons (trading as Mitty’s Authorized Newsagency) v Registrar of Trade Marks [1983] FCA 236). Review of a decision to refuse such an extension might be sought by a prospective opponent (see Atomic Skifabrik Alois Rohrmoser v Regist
CASE/1984/CLR/156/414,(1984) 156 CLR 414,reported,1984,CLR,,156,414,1,,,,,TMM/Part46/4/4/1/1,TMM/Part46/4,Part46,Part 46 Grounds for Opposition to Registration or Protection,Part 46.4. Grounds for opposition to registration of national trade marks,Part 46 Grounds for Opposition to Registration or Protection > Part 46.4. Grounds for opposition to registration of national trade marks > 4.1.1 First use,3,337,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-for-opposition-to-registration-of-national-trade-marks,trade mark by a person other than the applicant or the applicant’s predecessor in title (Moorgate Tobacco Co Ltd v Philip Morris Ltd (No 2) (1984) 156 CLR 414). Part 19A Use of a Trade Mark
CASE/1984/IPR/2/388,(1984) 2 IPR 388,reported,1984,IPR,,2,388,1,,,,,TMM/Part22/9/9/2,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.2 Kind,3,882,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,1913) 30 RPC 262 (‘Ribbon Dental Cream’); Associated Biscuits Ltd's Appn (1984) IPD 6133 (‘Sticklets’); Red Tulip Chocolates Pty Ltd's Appn (1984) 2 IPR 388 (‘Windsor Sticks’).
CASE/1984/IPR/3/221,(1984) 3 IPR 221,reported,1984,IPR,,3,221,1,,,,,TMM/Part22/12#1,TMM/Part22/12,Part22,Part 22 Section 41 - Capable of Distinguishing,"22.12. Slogans, phrases and multiple words","Part 22 Section 41 - Capable of Distinguishing > 22.12. Slogans, phrases and multiple words",1,1473,1,https://manuals.ipaustralia.gov.au/trademark/12.-slogans-phrases-and-multiple-words,Pty Limited's Appn (1962) 32 AOJP 1214 (Best for baby best for you); Chin Chin Trade Mark [1965] RPC 136 (Chin Chin); Re Appn by Tandy Corp (1984) 3 IPR 221 (Worldwide supermarket of sound).
CASE/1984/HCA/73,[1984] HCA 73,neutral,1984,HCA,73,,,1,,,,,TMM/Part19A/3/3/2~1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.2 Offering for sale of goods and/or services,3,259,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade," The offering for sale of goods or services, if genuine, will suffice. In Moorgate Tobacco Co. Limited v Philip Morris Limited and Another, [1984] HCA 73 ('Moorgate'), Deane J stated at [23] that: The cases establish that it is not necessary that there be an actual dealing in goods bearing th"
