case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/2014/CLR/254/337,(2014) 254 CLR 337,reported,2014,CLR,,254,337,1,,,,,TMM/Part22/25#1,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices,1,795,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,"’s goods or services is the general test of distinctiveness laid down by the High Court in Cantarella Bros Pty Ltd v Modena Trading Pty Ltd (2014) 254 CLR 337. Although that case dealt specifically with the registrability of foreign words, it provides general guidance that can and must be applied "
CASE/2014/ATMO/10,[2014] ATMO 10,neutral,2014,ATMO,10,,,1,,,,,TMM/Part28/4/28/4/3~1,TMM/Part28/4,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.4. Other circumstances - paragraph 44(3)(b),"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.4. Other circumstances - paragraph 44(3)(b) > 28.4.3 Relevant circumstances?",4,1620,1,https://manuals.ipaustralia.gov.au/trademark/4.-other-circumstances---paragraph-443b,"s registrable was deemed to be a factor not favouring registration of the trade mark under s 44(3)(b). In Western Australian Land Authority [2014] ATMO 10, the delegate said at [30]:"
CASE/2014/ATMO/117,[2014] ATMO 117,neutral,2014,ATMO,117,,,2,,,,,TMM/Part26/6/6/7~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,15,310,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,; Cars on Demand IP Pty Ltd v Cars on Demand Ltd [2014] ATMO 87; Combined Communications Pty Ltd v Combined Communication Solutions Pty Ltd [2014] ATMO 117; Australian Homestay Network Pty Ltd v Homestay Network Pty Ltd [2015] ATMO 28; Australian Ezy Tax Systems Pty Ltd v Ezy Tax Solutions Pty 
CASE/2014/ATMO/117,[2014] ATMO 117,neutral,2014,ATMO,117,,,2,,,,,TMM/Part26/6/6/8~3,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.8 Descriptive words in composite marks,18,663,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"tively similar to the Opponent’s Device Mark (at [37]) Example 4 Combined Communications Pty Ltd v Combined Communication Solutions Pty Ltd [2014] ATMO 117 Marks being compared: Decision: Sufficiently Different (composite logo), Deceptively Similar (plain words) Reasons/Quote: Reasons for this "
CASE/2014/ATMO/28,[2014] ATMO 28,neutral,2014,ATMO,28,,,1,,,,,TMM/Part22/15/15/5,TMM/Part22/15,Part22,Part 22 Section 41 - Capable of Distinguishing,22.15. Geographical names,Part 22 Section 41 - Capable of Distinguishing > 22.15. Geographical names > 15.5 Geographical names with multiple meanings,10,787,1,https://manuals.ipaustralia.gov.au/trademark/15.-geographical-names,opriate Bowen is both a town in Queensland AND a common surname. The trade mark has no inherent adaptation to distinguish. (Tchen Kil Tchun [2014] ATMO 28 ‘Lancaster’) PUNCHBOWL ELECTRICAL Class 37: Electrical appliance installation and repair S41(3) GFR appropriate Punchbowl is defined as a b
CASE/2014/ATMO/87,[2014] ATMO 87,neutral,2014,ATMO,87,,,2,,,,,TMM/Part26/6/6/7~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,15,219,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"ade Marks Act 1995 (Cth): for example, LexiMed Pty Ltd v Lex Medicus Pty Ltd [2013] ATMO 63; Cars on Demand IP Pty Ltd v Cars on Demand Ltd [2014] ATMO 87; Combined Communications Pty Ltd v Combined Communication Solutions Pty Ltd [2014] ATMO 117; Australian Homestay Network Pty Ltd v Homestay"
CASE/2014/ATMO/87,[2014] ATMO 87,neutral,2014,ATMO,87,,,2,,,,,TMM/Part26/6/6/8~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.8 Descriptive words in composite marks,17,2112,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,ly the same order can only add to their visual and conceptual similarity (at [27]) Example 3 Cars on Demand IP Pty Ltd v Cars on Demand Ltd [2014] ATMO 87 Marks being compared: Decision: Sufficiently Different Reasons/Quote: Reasons for this decision include:
CASE/2014/FCA/373,[2014] FCA 373,neutral,2014,FCA,373,,,1,,,,,TMM/Part24/4#1,TMM/Part24/4,Part24,Part 24 Disclaimers,Part 24.4. Effect of a disclaimer on examination,Part 24 Disclaimers > Part 24.4. Effect of a disclaimer on examination,1,1016,1,https://manuals.ipaustralia.gov.au/trademark/4.-effect-of-a-disclaimer-on-examination,"erent capacity, or otherwise, of a trade mark to distinguish (see Phone Directories Company Australia Pty Ltd v Telstra Corporation Limited [2014] FCA 373 at [217]). 4.5 When considering a ground for rejection under s 44, it is necessary to consider the trade marks as a whole even if the earli"
CASE/2014/HCA/48,[2014] HCA 48,neutral,2014,HCA,48,,,3,,,,,TMM/Part22/11#1~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English,1,226,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"sh words, in that it is their ordinary signification which is to be considered. In Cantarella Bros Pty Limited v Modena Trading Pty Limited [2014] HCA 48, the majority discussed foreign words at [45]: 45. Establishing the ""ordinary signification"" of a trade mark consisting of a word is just a"
CASE/2014/HCA/48,[2014] HCA 48,neutral,2014,HCA,48,,,3,,,,,TMM/Part22/11/ordinary-signification-of-non-roman-characters~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English > Ordinary Signification of Non-Roman Characters,5,60,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"In Cantarella Bros Pty Limited v Modena Trading Pty Limited [2014] HCA 48 (‘Cantarella’), the High Court stated at [48]: These authorities show that it is not the meaning of a foreign word as translated which is c"
CASE/2014/HCA/48,[2014] HCA 48,neutral,2014,HCA,48,,,3,,,,,TMM/Part22/3#1~3,TMM/Part22/3,Part22,Part 22 Section 41 - Capable of Distinguishing,22.3. Inherent adaptation to distinguish,Part 22 Section 41 - Capable of Distinguishing > 22.3. Inherent adaptation to distinguish,3,1083,1,https://manuals.ipaustralia.gov.au/trademark/3.-inherent-adaptation-to-distinguish,"de Marks (2000) 47 IPR 579 (‘Cranberry Classic’). More recently, the High Court in Cantarella Bros Pty Limited v Modena Trading Pty Limited [2014] HCA 48 (‘Cantarella’) endorsed that the proper test for assessing the inherent capacity of a trade mark to distinguish remains that articulated by"
CASE/2015/ATMO/100,[2015] ATMO 100,neutral,2015,ATMO,100,,,1,,,,,TMM/Part22/25/25/6,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,"Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices > 25.6 Markings, lines, threads etc.",6,638,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,"ches in Ariat International, Inc [2015] ATMO 111, or the pattern on the strap of a flip-flop in Specialty Fashion Group Ltd v Alpargatas SA [2015] ATMO 100) or serving a functional purpose (for example, the stitching on the lampshade in Reid [2017] ATMO 144). Indeed,. these signs may have a ver"
CASE/2015/ATMO/111,[2015] ATMO 111,neutral,2015,ATMO,111,,,1,,,,,TMM/Part22/25/25/6,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,"Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices > 25.6 Markings, lines, threads etc.",6,531,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,"re likely to be understood as being decorative features (for example, the piping on the pockets of the breeches in Ariat International, Inc [2015] ATMO 111, or the pattern on the strap of a flip-flop in Specialty Fashion Group Ltd v Alpargatas SA [2015] ATMO 100) or serving a functional purpose"
CASE/2015/ATMO/28,[2015] ATMO 28,neutral,2015,ATMO,28,,,1,,,,,TMM/Part26/6/6/7~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,15,390,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,ications Pty Ltd v Combined Communication Solutions Pty Ltd [2014] ATMO 117; Australian Homestay Network Pty Ltd v Homestay Network Pty Ltd [2015] ATMO 28; Australian Ezy Tax Systems Pty Ltd v Ezy Tax Solutions Pty Ltd [2016] ATMO 62; Taronga Conservation Society Australia v Sydney Zoo Pty Ltd
CASE/2015/ATMO/76,[2015] ATMO 76,neutral,2015,ATMO,76,,,1,,,,,TMM/Part55/2/2/5,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.5 Consideration of an award of costs where an opposition is resolved without decision of the substantive matter.,6,713,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,ts. This approach is in line with the decision in Aussie Red Equipment Pty Ltd v Antsent Pty Limited [2001] FCA 1641. In DC Comics v Beling [2015] ATMO 76 the delegate cited Kiama Council v Grant (2006) 143 LGERA 441: [W]here some supervening event or settlement so removes or modifies the subj
CASE/2015/ATMO/94,[2015] ATMO 94,neutral,2015,ATMO,94,,,1,,,,,TMM/Part22/25/25/5,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices > 25.5 Simple geometric shapes,5,493,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,"e of distinguishing: Johnson & Johnson [1999] ATMO 2 Ab Initio Software LLC [2010] ATMO 66 Societe Air France [2013] ATMO 90 Myoori Pty Ltd [2015] ATMO 94 In contrast, combinations of geometric shapes, even when presented in a relatively simple manner, will likely have sufficient inherent adap"
CASE/2015/FCA/250,[2015] FCA 250,neutral,2015,FCA,250,,,1,,,,,TMM/Part55/1#1~2,TMM/Part55/1,Part55,Part 55 Costs,Part 55.1. Legislative Basis,Part 55 Costs > Part 55.1. Legislative Basis,2,766,1,https://manuals.ipaustralia.gov.au/trademark/1.-legislative-basis,f he or she is a self-represented solicitor (See also Guss v Veenhuizen (No 2) (No 2) (1976) 136 CLR 47.) In Beling v Sixty Interna􀆟onal SA [2015] FCA 250 Mortimer J held that this exception should apply to the award of costs in proceedings before the Registrar.
CASE/2015/FCAFC/156,[2015] FCAFC 156,neutral,2015,FCAFC,156,,,1,,,,,TMM/Part26/6/6/5~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.5 Reputation or notoriety of a mark,11,101,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,"Further, since the decision in Telstra Corporation Ltd v Phone Directories Company Australia Pty Ltd [2015] FCAFC 156 [133] it is settled that the onus on a party seeking to assert deceptive similarity under s 44 for the purposes of opposition (or cancellat"
CASE/2016/ATMO/1,[2016] ATMO 1,neutral,2016,ATMO,1,,,1,,,,,TMM/Part22/15/15/3,TMM/Part22/15,Part22,Part 22 Section 41 - Capable of Distinguishing,22.15. Geographical names,Part 22 Section 41 - Capable of Distinguishing > 22.15. Geographical names > 15.3 Geographical names which have no inherent adaptation to distinguish,5,1891,1,https://manuals.ipaustralia.gov.au/trademark/15.-geographical-names,"eppelt (1925) 37 CLR 305 (’Great Western'); Harbin Brewing Co., Ltd [2012] ATMO 48 (11 May 2012) (‘Harbin’); Marriott Worldwide Corporation [2016] ATMO 1 (‘Fairfield’); Mantra IP Pty Ltd [2017] ATMO 10 (‘Bale’)"
CASE/2016/ATMO/62,[2016] ATMO 62,neutral,2016,ATMO,62,,,1,,,,,TMM/Part26/6/6/7~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,15,469,2,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,stralian Homestay Network Pty Ltd v Homestay Network Pty Ltd [2015] ATMO 28; Australian Ezy Tax Systems Pty Ltd v Ezy Tax Solutions Pty Ltd [2016] ATMO 62; Taronga Conservation Society Australia v Sydney Zoo Pty Ltd [2017] ATMO 155; Ng v Aussie Dazzling Life Pty Ltd [2018] ATMO 136; Capital Sa
CASE/2016/FCA/235,[2016] FCA 235,neutral,2016,FCA,235,,,1,,,,,TMM/Part14/7/7/1,TMM/Part14/7,Part14,Part 14 Classification of Goods and Services,14.7. Interpretation of specifications,Part 14 Classification of Goods and Services > 14.7. Interpretation of specifications > 7.1 General Guidance,1,1153,1,https://manuals.ipaustralia.gov.au/trademark/7.-interpretation-of-specifications,"Seafoods Corporation v Trident Foods Pty Limited [2018] FCA 1490, [48]-[61], Flexopack S.A. Plastics Industry v Flexopack Australia Pty Ltd [2016] FCA 235, [74]). Each specification must however be read and interpreted on its individual merit."
CASE/2016/FCA/255,[2016] FCA 255,neutral,2016,FCA,255,,,1,,,,,TMM/Part19A/2/2/2~2,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',"Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark' > 2.2 Use as a domain name, key word, metatag, social media account name or handle",6,67,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark,"In Advantage Veda Advantage Ltd v Malouf Group Enterprises Pty Ltd [2016] FCA 255 and Complete Technology Integrations Pty Ltd v Green Energy Management Solutions Pty Ltd [2011] FCA 1319, the Federal Court held that the m"
CASE/2016/FCA/313,[2016] FCA 313,neutral,2016,FCA,313,,,1,,,,,TMM/Part23/2/2/2/2,TMM/Part23/2,Part23,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use,"Part 23.2. Legal arguments, amendments and informal information","Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use > Part 23.2. Legal arguments, amendments and informal information > 2.2.2 Excluding goods and/or services",4,1870,1,https://manuals.ipaustralia.gov.au/trademark/2.-submissions-in-rebuttal-amendments-and-informal-information,"’ decision (Yarra Valley Dairy Pty Ltd v Lemnos Foods Pty Ltd [2010] FCA 1367), and Primary Health Care Limited v Commonwealth of Australia [2016] FCA 313."
CASE/2016/FCA/729,[2016] FCA 729,neutral,2016,FCA,729,,,1,Qantas Airways Limited v Edwards,https://jade.io/article/481594,338 ALR 134,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,4494,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,ious food goods in classes 29 and 30 v Restaurant services; fast food outlet No AACHI AACHI INDIAN CUISINE Qantas Airways Limited v Edwards [2016] FCA 729; 338 ALR 134 clothing; footwear; headwear; shirts; T-shirts v merchandising services No Richard McDonnell & Beaumont Management Services Pt
CASE/2017/ATMO/10,[2017] ATMO 10,neutral,2017,ATMO,10,,,1,,,,,TMM/Part22/15/15/3,TMM/Part22/15,Part22,Part 22 Section 41 - Capable of Distinguishing,22.15. Geographical names,Part 22 Section 41 - Capable of Distinguishing > 22.15. Geographical names > 15.3 Geographical names which have no inherent adaptation to distinguish,5,1938,1,https://manuals.ipaustralia.gov.au/trademark/15.-geographical-names,"bin Brewing Co., Ltd [2012] ATMO 48 (11 May 2012) (‘Harbin’); Marriott Worldwide Corporation [2016] ATMO 1 (‘Fairfield’); Mantra IP Pty Ltd [2017] ATMO 10 (‘Bale’)"
CASE/2017/ATMO/141,[2017] ATMO 141,neutral,2017,ATMO,141,,,1,,,,,TMM/Part22/7/22/7/8~2,TMM/Part22/7,Part22,Part 22 Section 41 - Capable of Distinguishing,22.7. Examination,Part 22 Section 41 - Capable of Distinguishing > 22.7. Examination > 22.7.8 Honest desire to use the sign for its ordinary signification (ordinary meaning),10,85,1,https://manuals.ipaustralia.gov.au/trademark/7.-examination,In World Expeditions Travel Group Pty Ltd v Australian Wilderness Adventures Pty Ltd [2017] ATMO 141 the delegate refused the application on the basis that the sign was not sufficiently inherently adapted to distinguish the claimed services
CASE/2017/ATMO/144,[2017] ATMO 144,neutral,2017,ATMO,144,,,1,,,,,TMM/Part22/25/25/6,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,"Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices > 25.6 Markings, lines, threads etc.",6,740,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,"lty Fashion Group Ltd v Alpargatas SA [2015] ATMO 100) or serving a functional purpose (for example, the stitching on the lampshade in Reid [2017] ATMO 144). Indeed,. these signs may have a very low level of inherent adaptation to distinguish and would therefore need to show a very high level o"
CASE/2017/ATMO/155,[2017] ATMO 155,neutral,2017,ATMO,155,,,1,,,,,TMM/Part26/6/6/7~2,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.7 The descriptiveness of the trade mark,15,545,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks," Australian Ezy Tax Systems Pty Ltd v Ezy Tax Solutions Pty Ltd [2016] ATMO 62; Taronga Conservation Society Australia v Sydney Zoo Pty Ltd [2017] ATMO 155; Ng v Aussie Dazzling Life Pty Ltd [2018] ATMO 136; Capital Safety Group EMEA v Classic Supplies Pty Ltd [2019] ATMO 10. It must, however, "
CASE/2017/ATMO/45,[2017] ATMO 45,neutral,2017,ATMO,45,,,1,,,,,TMM/Part28/3/3/4~1,TMM/Part28/3,Part28,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances",28.3. Examining evidence of honest concurrent use - the five criteria,"Part 28 Honest Concurrent Use, Prior Use or Other Circumstances > 28.3. Examining evidence of honest concurrent use - the five criteria > 3.2 The degree of confusion that is likely between the trade marks in question > 3.4 The extent of use in duration, area and volume",13,369,1,https://manuals.ipaustralia.gov.au/trademark/3.-examining-evidence-of-honest-concurrent-use---the-five-criteria,"for, for a satisfactory term, over a satisfactory area and to a satisfactory level. In EJOT GmbH & Co. KG v Eastcoast Fasteners Pty Limited [2017] ATMO 45, the delegate considered that in cases where likelihood of confusion was high, the evidence produced by the Applicant ‘should be substantia"
CASE/2017/ATMO/47,[2017] ATMO 47,neutral,2017,ATMO,47,,,1,Teka Industrial SA v Deka Australia Pty Ltd,https://jade.io/article/592374,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,3927,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"ye Attard and Shane Edward Attard [2009] ATMO 64 Blinds v wholesale of blinds Yes BISTRO BLINDS Teka Industrial SA v Deka Australia Pty Ltd [2017] ATMO 47 Stainless steel sinks, metallic pipes, Washing machines, dishwashers and drying machines, Cookers, furnaces, sinks, devices and accessories"
CASE/2017/FCA/1249,[2017] FCA 1249,neutral,2017,FCA,1249,,,1,,,,,TMM/Part22/7/22/7/2,TMM/Part22/7,Part22,Part 22 Section 41 - Capable of Distinguishing,22.7. Examination,Part 22 Section 41 - Capable of Distinguishing > 22.7. Examination > 22.7.2 Ordinary Signification,3,541,1,https://manuals.ipaustralia.gov.au/trademark/7.-examination,]. Bohemia Crystal Pty Ltd v Host Corporation Pty Ltd [2018] FCA 235 [87]. Metro Business Centre Pty Ltd v Centrefold Entertainment Pty Ltd [2017] FCA 1249 [90].
CASE/2017/FCA/60,[2017] FCA 60,neutral,2017,FCA,60,,,1,,,,,TMM/Part26/6/6/1~1,TMM/Part26/6,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.6. Factors to consider when comparing trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.6. Factors to consider when comparing trade marks > 6.1 Sound as well as appearance to be considered,2,1653,1,https://manuals.ipaustralia.gov.au/trademark/6.-factors-to-consider-when-comparing-trade-marks,C 477 (Ucolite)where it was held UCOLITE and COALITE were deceptively similar. Clipsal Australia Pty Ltd v Clipso Electrical Pty Ltd (No 3) [2017] FCA 60 where it was held that CLIPSAL and CLIPSO were deceptively similar; Combe International Ltd v Dr August Wolff GmbH & Co. KG Arzneimittel [2
CASE/2017/FCA/823,[2017] FCA 823,neutral,2017,FCA,823,,,1,,,,,TMM/Part23/4/4/8~2,TMM/Part23/4,Part23,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use,Part 23.4. Examining evidence - general,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use > Part 23.4. Examining evidence - general > 4.8 What if the trade mark is always used alongside another trade mark?,15,164,1,https://manuals.ipaustralia.gov.au/trademark/4.-examining-evidence---general,"bserved that there is no clear distinction between descriptive use and use as a trade mark (See Moroccanoil Israel Ltd v Aldi Foods Pty Ltd [2017] FCA 823 at [146]), even if the use of a particular descriptive sign is considered to be ‘trade mark use’, the impact of other more distinctive trad"
CASE/2017/FCAFC/174,[2017] FCAFC 174,neutral,2017,FCAFC,174,,,5,,,,,TMM/Part22/7/22/7/2,TMM/Part22/7,Part22,Part 22 Section 41 - Capable of Distinguishing,22.7. Examination,Part 22 Section 41 - Capable of Distinguishing > 22.7. Examination > 22.7.2 Ordinary Signification,3,239,1,https://manuals.ipaustralia.gov.au/trademark/7.-examination,gements post Cantarella have confirmed the ordinary meaning of a sign is its ordinary signification: Primary Health Care Ltd v Commonwealth [2017] FCAFC 174. Bendigo and Adelaide Bank Ltd v Community First Credit Union Ltd [2021] FCAFC 31. Goodman Fielder Pte v Conga Foods Pty Ltd [2020] FCA 180
CASE/2017/FCAFC/174,[2017] FCAFC 174,neutral,2017,FCAFC,174,,,5,,,,,TMM/Part23/5/5/1,TMM/Part23/5,Part23,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use,Part 23.5. Specific evidence requirements for trade marks with no inherent adaptation to distinguish,Part 23 Overcoming Grounds for Rejection under Section 41 - including Evidence of Use > Part 23.5. Specific evidence requirements for trade marks with no inherent adaptation to distinguish > 5.1 What kind of trade marks are these?,2,1082,1,https://manuals.ipaustralia.gov.au/trademark/5.-specific-evidence-requirements-for-trade-marks-with-no-inherent-adaptation-to-distinguish,ranberry Classic') Philmac Pty Limited v the Registrar of Trade Marks [2002] FCA 1551 ('Terracotta') Primary Health Care Ltd v Commonwealth [2017] FCAFC 174 ('Primary Health Care') Bendigo and Adelaide Bank Ltd v Community First Credit Union Ltd [2021] FCAFC 31 ('Community Bank')
CASE/2017/FCAFC/174,[2017] FCAFC 174,neutral,2017,FCAFC,174,,,5,,,,,TMM/Part29/2/2/1~1,TMM/Part29/2,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,29.2. Connotation,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > 29.2. Connotation > 2.1,1,2217,1,https://manuals.ipaustralia.gov.au/trademark/2.-connotation,"on, would section 43 be triggered. Denotation and connotation are also discussed in Primary Health Care Limited v Commonwealth of Australia [2017] FCAFC 174. Katzmann J at 111:"
CASE/2017/FCAFC/174,[2017] FCAFC 174,neutral,2017,FCAFC,174,,,5,,,,,TMM/Part29/3#1~1,TMM/Part29/3,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.3. Deception and confusion as a result of a connotation within a trade mark,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.3. Deception and confusion as a result of a connotation within a trade mark,1,348,1,https://manuals.ipaustralia.gov.au/trademark/3.-deception-and-confusion-as-a-result-of-a-connotation-within-a-trade-mark,"ted by the mark in question (Pfizer Products Inc v Karam [2006] FCA 1663, [53]). In Primary Health Care Limited v Commonwealth of Australia [2017] FCAFC 174, Katzmann J said at 113: ….the section is concerned with whether the mark the subject of the application (or a sign contained in the mark) "
CASE/2017/FCAFC/174,[2017] FCAFC 174,neutral,2017,FCAFC,174,,,5,,,,,TMM/Part29/3/3/3,TMM/Part29/3,Part29,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion,Part 29.3. Deception and confusion as a result of a connotation within a trade mark,Part 29 Section 43 - Trade Marks likely to Deceive or Cause Confusion > Part 29.3. Deception and confusion as a result of a connotation within a trade mark > 3.3 The connotation must arise from the trade mark itself,6,853,1,https://manuals.ipaustralia.gov.au/trademark/3.-deception-and-confusion-as-a-result-of-a-connotation-within-a-trade-mark,sion is not for a reason covered by s43. This has been subsequently applied in both Primary Health Care Limited v Commonwealth of Australia [2017] FCAFC 174 (see [140]) and Pfizer Products Inc v Karam [2006] FCA 1663 (see [53]).
CASE/2017/FCAFC/56,[2017] FCAFC 56,neutral,2017,FCAFC,56,,,1,,,,,TMM/Part19A/2/2/2~2,TMM/Part19A/2,Part19A,Part 19A Use of a Trade Mark,19A.2. Use 'as a trade mark',"Part 19A Use of a Trade Mark > 19A.2. Use 'as a trade mark' > 2.2 Use as a domain name, key word, metatag, social media account name or handle",6,394,1,https://manuals.ipaustralia.gov.au/trademark/19a2-use-as-a-trade-mark," mark because it was not visible to the ordinary internet user. However, in Accor Australia & New Zealand Hospitality Pty Ltd v Liv Pty Ltd [2017] FCAFC 56, the Full Court affirmed a decision by the primary judge that use of HARBOUR LIGHTS in source code of its website was use as a trade mark f"
CASE/2017/FCAFC/83,[2017] FCAFC 83,neutral,2017,FCAFC,83,,,3,,,,,TMM/Part26/5/5/1~1,TMM/Part26/5,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.5. Similarity of trade marks,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.5. Similarity of trade marks > 5.1 Substantial identity and deceptive similarity,2,2041,1,https://manuals.ipaustralia.gov.au/trademark/5.-similarity-of-trade-marks,"y of the trade mark. “Dominant cognitive cues” is an analogous term, as explained in Pham Global Pty Ltd v Insight Clinical Imaging Pty Ltd [2017] FCAFC 83, [51]:"
